ethnic,distinctive of the ways of living of a group of people
ethnicity,an affiliation resulting from racial or cultural ties
ethnocentric,centered on a specific ethnic group usually one’s own
ethnology,branch of anthropology dealing with divisions of humankind
ethos,the distinctive spirit of a culture or an era
ethylene,a flammable colorless gaseous alkene
etiolate,make weak by stunting the growth or development of
etymology,a history of a word
eudiometer,measuring instrument consisting of a graduated glass tube for measuring volume changes in chemical reactions between gases
eukaryote,an organism of one or more cells with membrane-bound nuclei
eukaryotic,having cells with `good’ or membrane-bound nuclei
eulogize,praise formally and eloquently
eulogy,a formal expression of praise for someone who has died
euphemism,an inoffensive expression substituted for an offensive one
euphemistic,substituting a mild term for a harsher or distasteful one
euphony,any pleasing and harmonious sounds
euphoria,a feeling of great elation
Eurasian,relating to or coming from Europe and Asia
Europa,the 4th largest of Jupiter’s satellites
Europe,the 2nd smallest continent
European,of or relating to or characteristic of Europe
euthenics,the study of methods of improving human well-being and efficient functioning by improving environmental conditions
evade,avoid or try to avoid fulfilling answering or performing
evaluate,estimate the nature quality ability or significance of
evaluation,the act of ascertaining or judging the quality of
evanescent,tending to vanish like vapor
evaporate,change into gas or steam
evasion,the act of physically escaping from something
evasive,avoiding or escaping from difficulty or danger
even,being level or straight or regular and without variation
event,something that happens at a given place and time
eventually,after an unspecified period of time or a long delay
ever,at all times; all the time and on every occasion
Everglades,a large subtropical swamp in southern Florida that is noted for its wildlife
evict,expel or eject without recourse to legal process
evidence,knowledge on which to base belief
evil,morally bad or wrong
evince,give expression to
evoke,call forth as an emotion feeling or response
evolution,sequence of events involved in the development of a species
evolutionary,relating to the development of a species
evolve,undergo development
ex post facto,affecting things past
exacerbate,make worse
exact,marked by strict and complete accordance with fact
exacting,severe and unremitting in making demands
exalt,praise glorify or honor
exaltation,the elevation of a person as to the status of a god
examination,the act of scrutinizing something closely (as for mistakes)
examine,observe check out and look over carefully or inspect
example,an item of information that is typical of a class or group
